Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%,Team,POS,ADP,rPTS,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId,value
Jose Alvarado,29992,17780.0,sa656049,PHI,RP,6.39,6.0,3,23,12.2,92.138,PHI,RP,158.410003662109,507.425964069366,-33.068924784562,53.3888204665082,21.3198956819462,31.0234351823929,,17780,0.0
Josh Lowe,23752,19953.0,sa917926,TBR,OF,6.37,6.0,3,19,10.0,96.226,TBR,OF/DH,81.2399978637695,630.633854198455,-16.0202913925536,21.885622661012,6.86533126845845,9.61927564002332,9.0,19953,-2.134668732
Michael King,31751,19853.0,sa874220,SDP,SP/RP,6.34,6.0,3,17,10.6,95.912,SDP,SP,136.350006103515,688.037614390254,-8.07716646924424,16.8711655158394,9.79399904659517,13.8881532389005,6.0,19853,3.793999047
Garrett Cooper,19350,15279.0,sa737833,CHC,1B,6.33,7.0,5,7,1.5,0.943,CHC,1B/DH,630.679992675781,246.010514972358,-69.2417392852615,13.8090861894163,-54.4326530958451,-80.9038981922459,,15279,0.0
Ha-seong Kim,38127,27506.0,sa3011918,SDP,2B/SS/3B,6.3,6.0,3,22,11.7,95.597,SDP,2B/3B/SS,88.7799987792968,655.297410559654,-12.6075235080889,14.934803001757,3.32727949366806,4.43864585345957,,27506,0.0
Ezequiel Tovar,35628,24064.0,sa3008239,COL,SS,6.26,6.0,1,15,4.9,87.421,COL,SS,188.559997558593,652.411498188972,-13.0068555797417,14.934803001757,2.92794742201529,3.84352279828676,4.0,24064,-1.072052578
Brandon Drury,14120,11615.0,sa549169,LAA,1B/2B,6.24,6.0,1,13,4.4,82.704,LAA,1B/2B/DH,219.169998168945,610.509430491924,-18.8049663158773,15.7193073478921,-2.08565896798522,-3.57229161756752,5.0,11615,-7.085658968
Max Scherzer,4514,3137.0,sa326473,TEX,SP,6.2,6.0,1,46,5.6,55.975,TEX,SP,311.58999633789,368.081531333923,-52.3504184164625,16.8711655158394,-34.4792529006231,-51.4219743277521,,3137,0.0
Junior Caminero,39108,28163.0,sa3015532,,SS/3B,6.12,6.0,3,23,10.8,97.17,,2B/3B/SS/DH,255.160003662109,368.054613041877,-52.3541431786685,14.934803001757,-36.4193401769115,-56.2803176217874,5.0,28163,-41.41934018
Jackson Chourio,39277,,sa3015704,MIL ST,OF,6.1,6.0,2,21,12.4,97.799,MIL,OF,136.0,555.300594711303,-26.4443731772173,21.885622661012,-3.55875051620529,-5.76438700129265,5.0,sa3015704,-8.558750516
Logan Allen,38349,27589.0,sa3014444,CLE,SP,6.07,6.0,1,15,3.8,74.843,CLE,SP,343.760009765625,554.674053382873,-26.5310695194902,16.8711655158394,-8.65990400365082,-13.402166697029,8.0,27589,-16.659904
Owen Miller,34617,24655.0,sa3006673,MIL ST,1B/2B/3B/OF,6.0,6.0,6,6,2.3,0.629,MIL,1B/2B/3B/OF,660.190002441406,185.757164990901,-77.5791702192541,15.7193073478921,-60.859862871362,-90.400350296098,,24655,0.0
Eduardo Escobar,4585,6153.0,sa455635,TOR,2B/3B,6.0,6.0,3,9,1.5,0.629,TOR,1B/2B/3B,725.900024414062,148.245832324028,-82.7697222043027,15.7193073478921,-66.0504148564106,-98.0695924774153,,6153,0.0
Jarren Duran,33685,24617.0,sa3006786,BOS,OF,5.99,6.0,3,21,10.6,91.824,BOS,OF,149.979995727539,630.542745161056,-16.0328984145202,21.885622661012,6.85272424649182,9.60084946847407,4.0,24617,2.852724246
Bryan Abreu,20900,16609.0,sa828588,HOU,RP,5.9,5.0,3,16,6.7,90.881,HOU,RP,367.140014648437,451.220957279205,-40.8461747200721,53.3888204665082,13.542645746436,19.3187323014469,3.0,16609,10.54264575
Eduardo Rodriguez,13335,13164.0,sa548722,ARI,SP,5.89,5.0,3,18,10.0,95.283,ARI,SP,191.729995727539,713.047905731201,-4.61641985916609,16.8711655158394,13.2547456566733,18.9029841956387,4.0,13164,9.254745657
Bailey Ober,32966,21224.0,sa918555,MIN,SP,5.88,5.0,3,23,12.9,94.654,MIN,SP,136.169998168945,660.832492256164,-11.8416181870924,16.8711655158394,6.02954732874693,8.43135154751681,,21224,0.0
Jack Suwinski,32783,22244.0,sa918314,PIT,OF,5.88,6.0,1,15,9.2,91.195,PIT,OF,240.369995117187,633.019218969345,-15.6902215452208,21.885622661012,7.19540111579124,10.1015463943253,4.0,22244,3.195401116
Logan O'Hoppe,35181,24729.0,sa3007519,LAA,C,5.87,6.0,3,12,5.6,96.855,LAA,C,152.490005493164,602.079587531089,-19.9714281556255,26.5235068337783,7.55207867815279,10.6223635705833,3.0,24729,4.552078678
Christian Encarnacion-Strand,40748,30011.0,sa3017756,CIN,1B,5.86,5.0,3,18,7.1,95.912,CIN,1B/3B/DH,162.320007324218,664.001868736744,-11.4030623637434,12.1782023409494,1.77513997720597,2.14447504458221,3.0,30011,-1.224860023
Davis Schneider,26734,23565.0,sa3004518,TOR,2B/OF,5.83,5.0,1,17,3.8,79.874,TOR,2B/DH,420.730010986328,475.763710844516,-37.4501226691279,15.7193073478921,-20.7308153212358,-31.1081237556425,,23565,0.0
Bryan Woo,41042,30279.0,sa3018290,SEA,SP,5.82,5.0,3,17,12.8,95.283,SEA,SP,177.300003051757,616.879214906692,-17.9235607568686,16.8711655158394,-0.0523952410292176,-0.556477018933497,12.0,30279,-12.05239524
Zach Jackson,31739,19493.0,sa874174,OAK ST,RP,5.8,4.0,3,10,1.8,1.572,OAK,RP,748.330017089843,237.00748103857,-70.4875152237355,53.3888204665082,-16.0986947572272,-24.2639856907949,,19493,0.0
Jose Leclerc,23764,14524.0,sa597170,TEX,RP,5.77,5.0,1,26,3.8,63.836,TEX,RP,185.479995727539,390.231469869613,-49.2854671267777,53.3888204665082,5.10335333973049,7.06286395137903,,14524,0.0
A.J. Minter,23679,18655.0,sa659284,ATL,RP,5.76,5.0,1,22,6.2,82.075,ATL,RP,447.25,421.626103448867,-44.9413005493909,53.3888204665082,9.44751991711733,13.3843215888167,5.0,18655,4.447519917
Trevor Rogers,33607,22286.0,sa3005423,MIA ST,SP/RP,5.75,5.0,1,15,4.5,69.811,MIA,SP,338.160003662109,462.069066882133,-39.3450903055685,16.8711655158394,-21.4739247897291,-32.9143761434289,3.0,22286,-24.47392479
Ryan Pepiot,37649,26221.0,sa3011244,TBR,SP/RP,5.75,5.0,2,17,9.5,92.453,TBR,SP,188.160003662109,563.523369312286,-25.306563987478,16.8711655158394,-7.43539847163862,-11.5621002016742,5.0,26221,-12.43539847
Nick Pivetta,19398,15454.0,sa737889,BOS,SP/RP,5.72,5.0,1,19,10.9,76.73,BOS,SP,165.779998779296,719.293699741363,-3.75217121234894,16.8711655158394,14.1189943034904,20.1503600324313,5.0,15454,9.118994303
DL Hall,27165,22207.0,sa3005282,MIL,SP/RP,5.68,5.0,1,15,6.7,77.987,MIL,SP,322.890014648437,516.72713779211,-31.7818943780815,16.8711655158394,-13.9107288622421,-21.0311810909299,,22207,0.0
Joe Mantiply,27495,14857.0,sa503764,ARI,RP,5.67,6.0,4,7,1.9,0.943,ARI,RP,999.0,262.857699543237,-66.9105454539615,53.3888204665082,-12.5217249874533,-18.978873911033,,14857,0.0
James Outman,35094,24770.0,sa3007312,LAD,OF,5.67,5.0,3,16,9.1,95.912,LAD,OF,194.940002441406,599.994582676887,-20.2599363294333,21.885622661012,2.62568633157878,3.40201470357071,,24770,0.0
Ranger Suarez,31194,17277.0,sa659551,PHI,SP,5.67,6.0,1,15,5.0,77.987,PHI,SP,345.58999633789,622.479496917128,-17.1486334791776,16.8711655158394,0.722532036661764,0.589924571211896,5.0,17277,-4.277467963
Gavin Lux,32576,19955.0,sa917933,LAD,Util,5.65,5.0,1,22,3.4,84.277,LAD,2B,265.239990234375,531.166315102577,-29.7839035011138,15.7193073478921,-13.0645961532217,-20.0561873717697,3.0,19955,-16.06459615
Alex Kirilloff,23689,20325.0,sa917929,MIN,1B/OF,5.64,5.0,1,16,4.4,72.327,MIN,1B/OF,345.760009765625,446.651719605922,-41.4784334000246,21.885622661012,-18.5928107390125,-28.4859905314181,5.0,20325,-23.59281074
Matt Brash,37234,25756.0,sa3010616,SEA,RP,5.64,6.0,1,13,6.0,95.597,SEA,RP,335.100006103515,362.194522643089,-53.1650208972001,53.3888204665082,1.22379956930808,1.33060380126644,6.0,25756,-4.776200431
Edouard Julien,38350,27534.0,sa3014445,MIN,2B,5.63,5.0,3,14,8.5,95.597,MIN,2B/DH,220.320007324218,663.816109991073,-11.4287663405827,15.7193073478921,5.29054100730934,7.31426558370745,6.0,27534,-0.7094589927
Brusdar Graterol,22524,20367.0,sa873310,LAD,RP,5.58,5.0,1,14,4.1,78.302,LAD,RP,413.730010986328,391.700789833068,-49.0821530584476,53.3888204665082,5.30666740806054,7.33790374184498,7.0,20367,-1.693332592
Kyle Harrison,38410,27758.0,sa3014513,SFG,SP,5.57,5.0,3,17,9.9,95.912,SFG,SP,261.019989013671,594.121133422851,-21.0726625515422,16.8711655158394,-3.2014970357028,-5.20787507450222,,27758,0.0
Austin Hays,23805,19363.0,sa874219,BAL,OF,5.53,5.0,1,17,3.1,81.447,BAL,OF,316.220001220703,595.126085913181,-20.9336043583853,21.885622661012,1.95201830262672,2.40540069024704,9.0,19363,-7.047981697
Jordan Lawlar,40260,29976.0,sa3017662,,SS,5.52,5.0,2,12,6.0,94.34,,SS,343.950012207031,317.688304305076,-59.3234755165793,14.934803001757,-43.3886725148223,-67.4077421968966,4.0,29976,-47.38867251
Rodolfo Castro,32327,21987.0,sa917362,PHI,2B/SS/3B,5.5,5.5,4,7,2.0,0.629,PHI,2B/3B/SS,999.0,92.7100362032651,-90.4543715169742,14.934803001757,-74.5195685152172,-110.583095986728,,21987,0.0
Braxton Garrett,23723,21844.0,sa917923,MIA,SP,5.48,5.0,2,13,6.3,94.654,MIA,SP,205.649993896484,630.548274421691,-16.0321333146763,16.8711655158394,1.83903220116302,2.23873684156911,9.0,21844,-7.160967799
Noelvi Marte,36030,26517.0,sa3008745,CIN,SS/3B,5.48,5.0,3,18,6.2,94.654,CIN,3B,184.050003051757,288.376700812578,-63.3794071744621,12.1782023409494,-50.2012048335127,-78.4310781866127,4.0,26517,-54.20120483
Zach Neto,42156,31347.0,sa3019855,LAA,SS,5.42,5.0,1,12,6.7,77.987,LAA,SS,277.239990234375,608.377160882949,-19.100014650998,14.934803001757,-3.16521164924106,-5.17817528288466,7.0,31347,-10.16521165
Jake Burger,23809,22275.0,sa915698,MIA,3B,5.42,5.0,3,16,9.2,94.34,MIA,1B/2B/3B/DH,150.649993896484,724.299620056152,-3.05948748773503,15.7193073478921,13.659819860157,19.4878770615808,4.0,22275,9.65981986
Taj Bradley,35367,22543.0,sa3007839,TBR,SP,5.4,5.0,3,18,9.3,92.767,TBR,SP,242.570007324218,549.004780352115,-27.3155432849229,16.8711655158394,-9.44437776908356,-14.5832190337846,6.0,22543,-15.44437777
Jeffrey Springs,23144,17677.0,sa876019,TBR,RP,5.39,5.0,1,13,2.5,82.075,TBR,SP,546.669982910156,195.610382318496,-76.2157519367565,16.8711655158394,-58.3445864209171,-86.6839316363887,,17677,0.0
Marcell Ozuna,6130,10324.0,sa503013,ATL,Util,5.38,5.0,1,16,6.4,94.654,ATL,DH,165.029998779296,710.283992058038,-4.99887061691816,12.1782023409494,8.1793317240313,11.6077414984399,,10324,0.0
Luis Severino,18355,15890.0,sa657781,NYM,SP,5.37,5.0,1,21,3.7,58.805,NYM,SP,282.049987792968,481.934487152099,-36.5962544395701,16.8711655158394,-18.7250889237307,-28.1445850922718,,15890,0.0
Chas McCormick,26504,19599.0,sa3004174,HOU,OF,5.37,4.0,2,22,11.2,95.283,HOU,OF,169.25,627.053214466571,-16.5157549057571,21.885622661012,6.36986775525494,8.89479274348078,5.0,19599,1.369867755
Yainer Diaz,26292,23003.0,sa3003386,HOU,C/1B,5.36,5.0,3,16,8.7,96.541,HOU,C/1B/DH,108.680000305175,561.156159085035,-25.6341217379105,26.5235068337783,1.88938509586776,2.31301584715192,3.0,23003,-1.110614904
Esteury Ruiz,32123,21780.0,sa917030,OAK,OF,5.35,5.0,1,18,3.0,72.642,OAK,OF,128.759994506835,525.45971121788,-30.5735428451662,21.885622661012,-7.68792018415417,-11.8367395483485,,21780,0.0
Starling Marte,5025,9241.0,sa503030,NYM,OF,5.32,4.0,1,29,3.7,54.088,NYM,OF,220.860000610351,533.905322623252,-29.4048990799763,21.885622661012,-6.51927641896427,-10.1100229901203,,9241,0.0
Jason Adam,27723,11861.0,sa548332,TBR,RP,5.3,5.0,1,11,5.7,70.126,TBR,RP,317.399993896484,414.46994690895,-45.9315187019543,53.3888204665082,8.45730176455389,12.0184530308663,,11861,0.0
Yennier Cano,37946,25911.0,sa3011688,BAL,RP,5.27,5.0,1,15,5.0,91.195,BAL,RP,338.160003662109,411.387389039993,-46.3580611820053,53.3888204665082,8.03075928450291,11.3207893629762,5.0,25911,3.030759285
Lane Thomas,21041,16939.0,sa828962,WSN,OF,5.23,5.0,3,16,8.3,96.855,WSN,OF,122.139999389648,687.283158588409,-8.18156270850007,21.885622661012,14.704059952512,20.9936662066803,4.0,16939,10.70405995
Henry Davis,40052,29617.0,sa3017042,PIT,C/OF,5.21,5.0,3,17,10.4,91.509,PIT,OF/DH,246.0,542.092767047882,-28.2719786292917,21.885622661012,-5.38635596827966,-8.49242319929535,8.0,29617,-13.38635597
Nick Gordon,18361,16337.0,sa828662,MIA ST,2B/OF,5.2,5.0,3,8,1.0,1.572,MIA,2B/OF,635.950012207031,254.530521321296,-68.0628012757846,15.7193073478921,-51.3434939278925,-76.3395455253411,,16337,0.0
Brent Rooker,23793,19627.0,sa3003172,OAK,OF,5.13,5.0,1,14,7.3,84.906,OAK,OF/DH,306.859985351562,599.816258049011,-20.2846116258144,21.885622661012,2.60101103519764,3.36555599467272,,19627,0.0
Andrew Abbott,40607,29911.0,sa3017529,CIN,SP,5.1,5.0,1,14,2.6,89.308,CIN,SP,277.980010986328,521.065740966797,-31.1815492631612,16.8711655158394,-13.3103837473218,-20.4291166759605,9.0,29911,-22.31038375
Kerry Carpenter,37300,25961.0,sa3010689,DET,OF,5.09,5.0,3,15,6.6,95.912,DET,OF/DH,229.899993896484,652.603580999374,-12.9802765237087,21.885622661012,9.90534613730337,14.0499999767712,3.0,25961,6.905346137
Joc Pederson,14895,11899.0,sa549081,ARI,OF,5.06,5.0,1,19,4.2,64.78,ARI,OF/DH,415.58999633789,548.779856455326,-27.346666657407,21.885622661012,-4.46104399639499,-7.06890463515693,,11899,0.0
Clayton Kershaw,2925,2036.0,sa326468,LAD,SP,5.06,4.0,1,30,3.7,55.031,LAD,SP,454.489990234375,248.044961887598,-68.9602269602222,16.8711655158394,-51.0890614443828,-75.9636116477013,,2036,0.0
Jake Fraley,31623,19260.0,sa857756,CIN,OF,5.04,5.0,1,13,4.5,77.044,CIN,OF/DH,340.019989013671,491.533522045612,-35.2680081182905,21.885622661012,-12.3823854572784,-19.0219846503371,11.0,19260,-23.38238546
Eric Lauer,23696,19316.0,sa738156,FA,SP,5.0,5.0,5,5,2.3,0.629,,SP,734.599975585937,141.576752972602,-83.6925420724584,16.8711655158394,-65.821376556619,-97.7311794926385,,19316,0.0
Alex Speas,32582,21859.0,sa917945,CHW ST,RP,5.0,5.0,5,5,1.3,0.314,,RP,999.0,200.004142642021,-75.6077745670472,53.3888204665082,-21.218954100539,-31.8293677634768,,21859,0.0
Jordan Lyles,8694,7593.0,sa454403,KCR,SP,5.0,5.0,5,5,3.6,0.314,KCR,SP,740.890014648437,375.77966454029,-51.2852053793697,16.8711655158394,-33.4140398635303,-49.8480806879826,,7593,0.0
Jorge Alcala,22538,19459.0,sa873325,MIN,RP,5.0,5.0,1,9,1.1,0.629,MIN,RP,750.619995117187,168.197933244705,-80.0088920850581,53.3888204665082,-25.6200716185498,-38.332189854709,,19459,0.0
Logan Allen,22763,18555.0,sa875192,ARI ST,SP/RP,5.0,5.0,5,5,1.3,0.314,CLE,SP,343.760009765625,554.674053382873,-26.5310695194902,16.8711655158394,-8.65990400365082,-13.402166697029,8.0,27589,-16.659904
Chris Stratton,18172,13761.0,sa621598,KCR,RP,5.0,5.0,5,5,1.5,0.314,KCR,RP,999.0,319.176441287994,-59.1175576826462,53.3888204665082,-4.72873721613801,-7.46443176568553,,13761,0.0
Touki Toussaint,18370,16929.0,sa828666,CHW,SP/RP,5.0,5.0,3,7,2.5,0.629,CHW,SP,750.169982910156,221.214051771163,-72.6728978749644,16.8711655158394,-54.801732359125,-81.4492271403711,,16929,0.0
Hunter Dozier,18277,15117.0,sa737439,,3B,5.0,5.0,3,7,1.4,0.629,,1B/3B/OF,999.0,68.4294745415449,-93.8141433131555,12.1782023409494,-80.6359409722061,-119.620273878194,,15117,0.0
Sam Moll,18643,14874.0,sa709023,CIN,RP,5.0,5.0,3,7,1.0,0.629,CIN,RP,999.0,270.944382309913,-65.7915676863682,53.3888204665082,-11.40274721986,-17.3255407934951,,14874,0.0
David Villar,34962,24782.0,sa3007063,SFG ST,2B/3B,5.0,5.0,5,5,1.3,0.314,SFG,1B/2B/3B,999.0,95.770567035675,-90.0308769819081,15.7193073478921,-73.311569634016,-108.79823071587,,24782,0.0
Brad Hand,5010,9111.0,sa454426,FA,RP,5.0,5.0,5,5,1.5,0.314,,RP,999.0,174.216432684659,-79.1760948476872,53.3888204665082,-24.787274381179,-37.1016995870599,,9111,0.0
Michael Fulmer,18502,13218.0,sa597764,BOS,RP,5.0,5.0,5,5,1.4,0.314,BOS,RP,999.0,195.087982618808,-76.288037899569,53.3888204665082,-21.8992174330608,-32.8344832616372,,13218,0.0
Eguy Rosario,32192,19964.0,sa917140,SDP,3B,5.0,5.0,5,5,1.9,0.314,SDP,3B,737.710021972656,102.832241386175,-89.0537326041472,12.1782023409494,-75.8755302631977,-112.586582140767,,19964,0.0
Matt Carpenter,4672,8090.0,sa501744,STL,1B,5.0,4.5,3,8,1.9,1.258,STL,1B/DH,750.760009765625,181.559852743148,-78.1599644984902,13.8090861894163,-63.3508783090739,-94.0809223670921,,8090,0.0
David Fletcher,22045,17992.0,sa858824,ATL,2B/SS,5.0,5.0,5,5,1.1,0.314,ATL,2B/SS,750.27001953125,123.323418569564,-86.2183089376574,14.934803001757,-70.2835059359003,-104.324148978861,,17992,0.0
Donovan Solano,2885,8623.0,sa291100,FA,1B/2B/3B,5.0,3.0,1,11,1.1,0.943,,1B/2B/3B/DH,731.320007324218,312.941276374459,-59.98033555051,15.7193073478921,-43.2610282026179,-64.3973884584474,,8623,0.0
Trey Mancini,18626,15149.0,sa708967,MIA ST,1B,5.0,5.0,5,5,2.5,0.314,,1B/OF/DH,744.619995117187,162.429562010243,-80.8070783565891,21.885622661012,-57.921455695577,-86.0587395534779,,15149,0.0
Carlos Estevez,23613,14542.0,sa598491,LAA,RP,4.98,4.0,1,18,5.2,77.044,LAA,RP,233.559997558593,376.017806148529,-51.2522530337855,53.3888204665082,3.13656743272269,4.15686137533445,,14542,0.0
Gavin Williams,40941,30122.0,sa3018106,CLE,SP,4.97,5.0,3,15,8.3,96.855,CLE,SP,162.779998779296,639.135768318176,-14.8438568573498,16.8711655158394,3.02730865848958,3.98979476851957,3.0,30122,0.02730865849
Anthony Rizzo,4559,3473.0,sa390610,NYY,1B,4.96,4.0,1,21,4.8,57.233,NYY,1B/DH,273.709991455078,585.82899134159,-22.2200703208802,13.8090861894163,-7.41098413146387,-11.4275557731089,,3473,0.0
A.J. Puk,23660,19343.0,sa738675,MIA,RP,4.95,5.0,1,14,6.1,68.553,MIA,SP,354.899993896484,414.802496051788,-45.8855029117714,16.8711655158394,-28.0143373959319,-41.869810544392,,19343,0.0
Max Kepler,14131,12144.0,sa549507,MIN,OF,4.92,4.0,1,14,4.8,83.019,MIN,OF,280.540008544921,621.508864474296,-17.2829427077416,21.885622661012,5.60267995327044,7.77167507693943,5.0,12144,0.6026799533
Sawyer Gipson-Long,37837,26048.0,sa3011536,DET,SP/RP,4.87,3.0,1,16,1.5,49.686,DET,RP,452.140014648437,276.974478960037,-64.9571657093632,53.3888204665082,-10.5683452428549,-16.0926794607015,,26048,0.0
Kyle Finnegan,18619,15009.0,sa708446,WSN,RP,4.85,4.0,1,14,3.5,71.069,WSN,RP,235.410003662109,402.625769805908,-47.5704318677282,53.3888204665082,6.81838859877996,9.59689516598507,,15009,0.0
Eugenio Suarez,9668,12552.0,sa505033,ARI,3B,4.82,4.0,1,21,2.8,58.176,ARI,3B,276.829986572265,658.400049579143,-12.1782023409494,12.1782023409494,1.0,1.0,,12552,0.0
Juan Yepez,23329,18400.0,sa877505,WSN,1B/OF,4.75,5.0,1,8,2.4,1.258,WSN,OF/DH,714.840026855468,93.6129652515053,-90.3294306036422,21.885622661012,-67.4438079426301,-100.128384887696,,18400,0.0
Brett Baty,37181,26123.0,sa3010869,NYM,3B,4.74,5.0,1,12,2.4,66.352,NYM,3B,368.299987792968,419.554340815544,-45.2279763586575,12.1782023409494,-32.0497740177081,-49.3795906549506,4.0,26123,-36.04977402
Sal Frelick,40298,29622.0,sa3017047,MIL,OF,4.71,4.0,1,17,3.7,83.962,MIL,OF,278.709991455078,595.559587907791,-20.8736194290674,21.885622661012,2.01200323194467,2.49386921537179,3.0,29622,-0.9879967681
Jonah Heim,19360,16930.0,sa737843,TEX,C,4.67,5.0,1,13,4.5,93.711,TEX,C/DH,173.619995117187,530.267181158065,-29.9083192749269,26.5235068337783,-2.38481244114862,-4.00119186249924,,16930,0.0
Luis Rengifo,20291,19858.0,sa826671,LAA,2B/SS/3B/OF,4.65,4.0,1,15,6.0,76.101,LAA,2B/3B/SS/OF,239.169998168945,588.245993900299,-21.885622661012,21.885622661012,1.0,1.0,,19858,0.0
Aaron Civale,31750,19479.0,sa874216,TBR,SP,4.62,4.0,1,14,8.4,91.195,TBR,SP,199.139999389648,622.049844360351,-17.2080857506089,16.8711655158394,0.663079765230467,0.502187265694131,,19479,0.0
Bryan De La Cruz,20670,19600.0,sa828304,MIA,OF,4.62,4.0,1,12,4.3,76.73,MIA,OF,276.890014648437,649.427649116516,-13.4197394370993,21.885622661012,9.46588322391273,13.5086713147194,,19600,0.0
Kutter Crawford,26903,20531.0,sa3004798,BOS,SP/RP,4.62,4.0,1,15,6.8,81.761,BOS,SP,252.160003662109,559.800118374824,-25.8217610271541,16.8711655158394,-7.95059551131469,-12.3357730712399,8.0,20531,-15.95059551
Luis Garcia,27115,23735.0,sa3005197,HOU,SP,4.61,4.0,1,13,1.4,27.987,LAA,RP,999.0,308.808957612514,-60.5521364924586,53.3888204665082,-6.16331602595042,-9.5840776824067,,6984,0.0
Luis Garcia,27115,23735.0,sa3005197,HOU,SP,4.61,4.0,1,13,1.4,27.987,WSN,2B,402.619995117187,499.8035779953,-34.1236564710875,15.7193073478921,-17.4043491231954,-26.1931407337551,,20391,0.0
Josh Bell,18152,13145.0,sa597768,MIA,1B,4.6,3.0,1,19,2.8,53.459,MIA,1B/DH,285.510009765625,698.317968380451,-6.65464404689527,13.8090861894163,8.15444214252105,11.5709661749399,,13145,0.0
Bryce Elder,38412,27779.0,sa3014515,ATL,SP,4.57,4.0,1,15,1.7,62.579,ATL,SP,424.190002441406,437.173679709434,-42.7899372923545,16.8711655158394,-24.9187717765151,-38.2411356311813,11.0,27779,-35.91877178
Bo Naylor,33676,21865.0,sa3008247,CLE,C,4.56,4.0,2,10,5.1,93.082,CLE,C,162.679992675781,500.973449099063,-33.9617780106815,26.5235068337783,-6.4382711769032,-10.0668303015,3.0,21865,-9.438271177
Emmet Sheehan,40552,29839.0,sa3017416,LAD,SP,4.56,4.0,1,12,3.9,82.704,LAD,SP,268.0,413.497896223515,-46.066024176864,16.8711655158394,-28.1948586610246,-42.1365377257903,,29839,0.0
Michael Busch,37841,26319.0,sa3011540,CHC ST,2B/3B,4.56,4.0,1,9,4.8,86.792,CHC,3B/DH,357.209991455078,393.554308152198,-48.8256763484325,12.1782023409494,-35.647474007483,-55.0571131103948,4.0,26319,-39.64747401
Drew Rasmussen,35922,25385.0,sa829799,TBR,SP,4.54,4.0,1,14,2.0,59.119,TBR,SP,680.289978027343,213.006328964233,-73.8086243042699,16.8711655158394,-55.9374587884305,-83.127307056179,,25385,0.0
Whit Merrifield,14694,11281.0,sa526882,PHI,2B/OF,4.52,4.0,1,28,2.4,51.572,PHI,2B/OF,270.709991455078,425.356329548358,-44.425138336298,15.7193073478921,-27.7058309884059,-41.4139803435539,,11281,0.0
Pete Crow-Armstrong,38327,27769.0,sa3014458,,OF,4.5,4.0,1,11,3.3,86.164,,OF,390.809997558593,297.554441475868,-62.1094565587067,21.885622661012,-39.2238338976946,-60.7400452747366,4.0,27769,-43.2238339
Austin Meadows,18281,15672.0,sa737440,FA,OF,4.5,4.5,4,5,1.4,0.629,,OF,999.0,113.963699686527,-87.5134404079064,21.885622661012,-64.6278177468943,-95.9676499883024,,15672,0.0
C.J. Cron,18109,12546.0,sa577718,,1B,4.5,1.0,1,13,1.1,5.66,,1B/DH,556.590026855468,325.230058779567,-58.279901058536,13.8090861894163,-43.4708148691196,-64.707356407222,,12546,0.0
Jordan Groshans,33638,23794.0,sa3006893,NYY ST,1B/3B,4.5,4.5,3,6,2.2,0.629,,3B,999.0,34.5489931483753,-98.5022838682103,12.1782023409494,-85.3240815272608,-126.54718365587,,23794,0.0
Reese Olson,35808,24968.0,sa3008513,DET,SP,4.5,4.0,1,15,4.2,85.22,DET,SP,298.920013427734,557.941423643566,-26.0789540123409,16.8711655158394,-8.20778849650153,-12.6048651737674,,24968,0.0
Nolan Schanuel,43932,33189.0,sa3022430,LAA,1B,4.49,4.0,1,11,4.5,74.528,LAA,1B,397.630004882812,564.425686848163,-25.1817076908867,13.8090861894163,-10.3726215014703,-15.8034900300522,,33189,0.0
Alek Manoah,37807,26410.0,sa3011725,TOR,SP,4.48,3.0,1,17,2.9,39.308,TOR,SP,359.890014648437,421.771733093261,-44.9211493527777,16.8711655158394,-27.0499838369383,-40.4449407013307,,26410,0.0
Heston Kjerstad,38319,31166.0,sa3014439,BAL,1B/OF,4.46,4.0,1,12,4.1,83.648,BAL,DH,510.510009765625,270.349063575267,-65.8739436677095,12.1782023409494,-52.69574132676,-82.5042227754272,7.0,31166,-59.69574133
Miguel Vargas,34804,20178.0,sa3006896,LAD ST,2B/3B,4.46,5.0,1,19,1.4,50.314,LAD,1B/2B,491.059997558593,222.403707146644,-72.5082818074532,15.7193073478921,-55.7889744595611,-87.5826220993809,10.0,20178,-65.78897446
Cristopher Sanchez,20975,20778.0,sa828749,PHI,SP,4.45,4.0,1,16,6.0,82.39,PHI,SP,224.399993896484,601.894919861666,-19.9969811570773,16.8711655158394,-2.12581564123796,-3.63196862888403,5.0,20778,-7.125815641
Jeimer Candelario,23582,13621.0,sa596954,CIN,1B/3B,4.44,4.0,1,14,7.2,91.824,CIN,1B/3B/DH,215.479995727539,662.255826735496,-11.6446672636823,12.1782023409494,1.53353507726711,1.78792814827297,5.0,13621,-3.466464923
Aroldis Chapman,5644,10233.0,sa523977,PIT,RP,4.43,4.0,1,14,4.8,79.56,PIT,RP,369.58999633789,404.929894256591,-47.2516034793181,53.3888204665082,7.13721698719006,10.0165539165566,3.0,10233,4.137216987
Jordan Hicks,23864,19618.0,sa875019,SFG,RP,4.42,4.0,1,14,3.9,73.585,SFG,SP,321.380004882812,486.501662737131,-35.9642810967546,16.8711655158394,-18.0931155809152,-27.2108199296936,,19618,0.0
