Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%,Team,POS,ADP,rPTS,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId,value
Tommy Henry,37935,26285.0,sa3011673,ARI,SP,3.5,3.5,3,4,2.0,0.629,ARI,SP,711.380004882812,261.121390199661,-67.1508036178075,16.8711655158394,-49.2796381019681,-73.2901183734832,,26285,0.0
Ramon Urias,28514,18795.0,sa597169,BAL,1B/2B/3B,3.5,3.0,3,5,1.8,1.258,BAL,1B/2B/3B,694.080017089843,282.452391290664,-64.1991710794691,15.7193073478921,-47.4798637315769,-70.6308818302376,,18795,0.0
Tim Anderson,18306,15172.0,sa737508,MIA,SS,3.49,2.0,1,31,2.3,47.799,MIA,SS,321.299987792968,511.803103089332,-32.4632473528726,14.934803001757,-16.5284443511155,-25.3278018229832,12.0,15172,-28.52844435
Garrett Mitchell,38325,27555.0,sa3014438,MIL,OF,3.48,3.0,1,18,2.1,43.082,MIL,OF,391.83999633789,345.254030370712,-55.5091259860001,21.885622661012,-32.623503324988,-50.2823653021653,5.0,27555,-37.62350332
Jake McCarthy,34921,21622.0,sa3007015,ARI,OF,3.48,4.0,1,9,1.4,7.862,ARI,OF,453.399993896484,259.307136631012,-67.4018471503251,21.885622661012,-44.516224489313,-66.2519897292725,,21622,0.0
Joe Boyle,38397,29608.0,sa3014498,OAK,SP/RP,3.48,3.0,1,11,4.2,51.572,OAK,SP,407.519989013671,429.828971672058,-43.8062458629288,16.8711655158394,-25.9350803470893,-38.7976274874227,,29608,0.0
Adam Duvall,13750,10950.0,sa549078,FA,OF,3.46,3.0,1,10,1.6,21.698,,OF/DH,443.209991455078,396.03395204544,-48.4825608252763,21.885622661012,-25.5969381642642,-38.2980092773989,,10950,0.0
Garrett Whitlock,27185,20191.0,sa3005306,BOS,SP/RP,3.45,3.0,1,11,1.9,51.887,BOS,SP,374.890014648437,505.3572193861,-33.3551829913189,16.8711655158394,-15.4840174754795,-23.3557761302981,,20191,0.0
Carlos Hernandez,26521,22713.0,sa3004199,KCR,RP,3.44,3.0,3,5,1.9,2.83,KCR,RP,750.700012207031,250.766887652874,-68.5835861911625,53.3888204665082,-14.1947657246542,-21.4508565883597,,22713,0.0
Aaron Ashby,33672,23550.0,sa3007225,MIL ST,SP/RP,3.44,3.0,1,11,1.9,46.226,MIL,SP,409.730010986328,353.195253164181,-54.4102759371252,16.8711655158394,-36.5391104212858,-56.470284853332,11.0,23550,-47.53911042
Brandon Williamson,37811,25463.0,sa3011494,CIN,SP,3.43,3.0,3,9,3.1,4.403,CIN,SP,630.140014648437,219.644161653518,-72.8901281274541,16.8711655158394,-55.0189626116147,-81.7701932765838,,25463,0.0
Wade Miley,8658,8779.0,sa454412,MIL,SP,3.42,3.0,1,7,1.4,5.975,MIL,SP,492.58999633789,442.831600761413,-42.0070343331767,16.8711655158394,-24.1358688173373,-36.1392225630845,,8779,0.0
Nick Gonzales,38314,27490.0,sa3014510,PIT,2B/SS,3.42,4.0,1,8,1.4,3.774,PIT,2B/SS,749.72998046875,187.939409780502,-77.2772066733275,14.934803001757,-61.3424036715704,-91.1133230723702,,27490,0.0
Oswaldo Cabrera,32076,21707.0,sa916954,NYY,SS/3B/OF,3.4,1.0,1,19,1.3,4.717,NYY,2B/3B/SS/OF,737.900024414062,152.226056060194,-82.2189670925564,14.934803001757,-66.2841640907994,-98.4149660510523,,21707,0.0
Luis Patino,25735,22815.0,sa3002792,SDP,SP/RP,3.4,3.0,3,5,2.1,1.572,SDP,RP,748.75,149.818486309051,-82.5521095074612,53.3888204665082,-28.163289040953,-42.0898923858343,,22815,0.0
Gregory Soto,19136,19677.0,sa737262,PHI,RP,3.39,3.0,1,11,1.3,42.453,PHI,RP,605.489990234375,383.240205097198,-50.2528687268415,53.3888204665082,4.13595173966667,5.63349050923754,,19677,0.0
Taylor Rogers,23675,13449.0,sa503168,SFG,RP,3.39,2.0,1,15,1.4,19.497,SFG,RP,671.440002441406,360.577157068252,-53.3888204665082,53.3888204665082,1.0,1.0,,13449,0.0
Cade Cavalli,38334,27473.0,sa3014421,WSN,RP,3.39,3.0,1,7,1.3,13.836,WSN,SP,647.830017089843,200.864056634902,-75.4887857717847,16.8711655158394,-57.6176202559453,-85.6098108891441,,27473,0.0
Trevor Stephan,32874,19932.0,sa918441,CLE,RP,3.39,3.0,1,11,1.3,17.925,CLE,RP,743.52001953125,309.509774541854,-60.4551624196884,53.3888204665082,-6.06634195318025,-9.44079472299788,,19932,0.0
Brennen Davis,33675,,sa3007876,CHC ST,OF,3.38,2.0,2,6,1.8,2.516,,OF,999.0,23.3173795808106,-100.056434839495,21.885622661012,-77.1708121784833,-114.500411484933,,sa3007876,0.0
Hayden Wesneski,37235,27581.0,sa3010617,CHC,SP/RP,3.38,2.5,1,10,1.1,7.547,CHC,SP/RP,591.239990234375,237.065921783447,-70.4794286082312,16.8711655158394,-52.6082630923918,-78.2082910949737,,27581,0.0
Miguel Castro,18431,15684.0,sa660043,ARI,RP,3.38,3.0,3,4,2.4,2.516,ARI,RP,750.859985351562,294.832220029831,-62.4861382419717,53.3888204665082,-8.09731777546352,-12.4416403922748,,15684,0.0
Luis Urias,20827,16622.0,sa828496,SEA,2B/3B,3.37,2.0,1,12,1.3,8.491,SEA,2B/3B,594.869995117187,350.360963761806,-54.8024647888077,15.7193073478921,-38.0831574409156,-56.7468832772177,,16622,0.0
Kyle Hendricks,18334,12049.0,sa577809,CHC,SP,3.36,3.0,1,10,1.5,22.642,CHC,SP,436.790008544921,492.077087783813,-35.1927933492904,16.8711655158394,-17.321627833451,-26.0709168149064,,12049,0.0
Sean Manaea,18257,15873.0,sa709610,NYM,SP/RP,3.36,3.0,1,17,1.7,50.314,NYM,SP,317.079986572265,586.291850474476,-22.1560231591241,16.8711655158394,-4.28485764328477,-6.80858245459935,,15873,0.0
Dane Dunning,23726,19409.0,sa738926,TEX,SP/RP,3.35,3.0,1,15,1.7,53.774,TEX,SP,365.630004882812,587.627737903595,-21.9711725378842,16.8711655158394,-4.10000702204478,-6.57134120288369,6.0,19409,-10.10000702
Corey Julks,31848,20311.0,sa913274,HOU ST,OF,3.33,3.0,3,4,2.8,0.943,HOU,OF/DH,744.460021972656,114.228732293099,-87.4767670768264,21.885622661012,-64.5911444158143,-95.9134637170815,,20311,0.0
Jorge Lopez,18556,14527.0,sa597780,NYM,RP,3.33,3.5,1,6,2.1,1.887,NYM,RP,747.059997558593,261.222906732559,-67.136756480479,53.3888204665082,-12.7479360139707,-19.3131094897236,,14527,0.0
Roansy Contreras,25930,22810.0,sa3003020,PIT ST,SP/RP,3.33,2.0,1,9,1.1,10.377,PIT,SP,612.030029296875,299.923382821679,-61.7816592683742,16.8711655158394,-43.9104937525348,-65.3569990364905,,22810,0.0
Zack Greinke,15274,1943.0,sa202781,FA,SP,3.33,3.0,3,4,5.0,0.943,,SP,749.840026855468,279.268332672119,-64.6397585128662,16.8711655158394,-46.7685929970267,-69.5799516911191,,1943,0.0
Cody Morris,35909,25388.0,sa3008653,NYY ST,RP,3.33,3.0,3,4,1.6,1.887,NYY,RP,748.27001953125,152.051978683471,-82.243054684467,53.3888204665082,-27.8542342179588,-41.6332518798392,,25388,0.0
Yasmani Grandal,14882,11368.0,sa392198,PIT,C,3.33,3.0,1,10,1.0,5.66,PIT,C/1B/DH,495.109985351562,289.568130600452,-63.2145455763575,26.5235068337783,-35.6910387425791,-53.2124349802265,,11368,0.0
Griffin Canning,33604,19867.0,sa829807,LAA,SP,3.33,3.0,1,10,2.7,61.635,LAA,SP,264.480010986328,592.257837295532,-21.3304922452585,16.8711655158394,-3.4593267294191,-5.58882846218448,,19867,0.0
Andrew Chafin,18157,12988.0,sa597763,DET,RP,3.32,3.0,1,8,1.0,12.893,DET,RP,745.059997558593,323.152686166763,-58.5673531369474,53.3888204665082,-4.17853267043921,-6.65148317709988,,12988,0.0
Randal Grichuk,6320,10243.0,sa500734,ARI,OF,3.3,3.0,1,9,1.3,7.233,ARI,OF/DH,632.429992675781,293.560769355297,-62.6620725624397,21.885622661012,-39.7764499014276,-59.2487886624006,,10243,0.0
Patrick Wisdom,23766,13602.0,sa657868,CHC,1B/3B/OF,3.3,3.0,1,16,1.5,16.667,CHC,1B/3B/OF/DH,583.599975585937,350.870304694771,-54.7319858054522,12.1782023409494,-41.5537834645028,-61.8748680411393,,13602,0.0
Luis Garcia,33548,20391.0,sa962605,WSN,2B,3.3,3.0,1,11,1.0,15.723,LAA,RP,999.0,308.808957612514,-60.5521364924586,53.3888204665082,-6.16331602595042,-9.5840776824067,,6984,0.0
Luis Garcia,33548,20391.0,sa962605,WSN,2B,3.3,3.0,1,11,1.0,15.723,WSN,2B,402.619995117187,499.8035779953,-34.1236564710875,15.7193073478921,-17.4043491231954,-26.1931407337551,,20391,0.0
Xavier Edwards,33645,22266.0,sa3007018,MIA,2B/OF,3.3,3.0,1,6,1.7,3.145,MIA,2B,628.630004882812,120.514715340733,-86.6069573562377,15.7193073478921,-69.8876500083456,-103.739256469149,,22266,0.0
Colson Montgomery,40262,,sa3017170,CHW ST,SS,3.3,3.0,1,11,3.5,83.962,CHW,SS,999.0,210.444653958082,-74.1630907106307,14.934803001757,-58.2282877088736,-91.6092196054251,3.0,sa3017170,-61.22828771
Casey Mize,33616,20492.0,sa3008444,DET ST,RP,3.3,3.0,1,16,2.0,45.283,DET,SP,440.459991455078,357.180550861358,-53.8588187266657,16.8711655158394,-35.9876532108263,-55.5959835616756,5.0,20492,-40.98765321
Jameson Taillon,14906,11674.0,sa548151,CHC,SP,3.29,2.0,1,11,1.8,28.931,CHC,SP,322.790008544921,548.356499120592,-27.405247840691,16.8711655158394,-9.53408232485165,-14.5645158241227,,11674,0.0
Connor Joe,20332,16572.0,sa827153,PIT,1B/OF,3.29,3.0,1,8,1.5,4.403,PIT,1B/OF,594.489990234375,391.39142460823,-49.1249608226012,21.885622661012,-26.2393381615891,-39.2471802270308,,16572,0.0
Tyler Mahle,19422,16358.0,sa737914,TEX,SP,3.27,2.0,1,14,1.2,17.296,TEX,SP,668.599975585937,170.63001101017,-79.6723584250723,16.8711655158394,-61.8011929092329,-91.7912019923677,,16358,0.0
Javier Assad,33306,21741.0,sa920249,CHC,SP/RP,3.27,3.0,1,8,1.8,12.893,CHC,SP,518.429992675781,377.943281841278,-50.9858193731124,16.8711655158394,-33.114653857273,-49.4057262342947,,21741,0.0
Quinn Priester,36682,25977.0,sa3011297,PIT,SP,3.26,3.0,1,8,1.0,8.491,PIT,SP,723.429992675781,269.695325589179,-65.964403290446,16.8711655158394,-48.0932377746066,-71.5371658049051,,25977,0.0
Hunter Renfroe,18258,15464.0,sa549860,KCR,1B/OF,3.26,2.0,1,11,1.7,29.245,KCR,1B/OF/DH,372.890014648437,536.459444868564,-29.0514777710563,21.885622661012,-6.16585511004426,-9.58782927778432,,15464,0.0
Wilyer Abreu,27058,23772.0,sa3005082,BOS,OF,3.26,3.0,1,11,2.5,58.805,BOS,OF,377.600006103515,452.780152916908,-40.6304242938148,21.885622661012,-17.7448016328027,-27.1871640885423,3.0,23772,-20.74480163
Mike Clevinger,23576,12808.0,sa597956,FA,SP,3.26,3.0,1,7,1.5,12.264,,SP,451.350006103515,382.359294891357,-50.3747628290368,16.8711655158394,-32.5035973131974,-50.0936086464907,3.0,12808,-35.50359731
Harrison Bader,21968,18030.0,sa857218,NYM,OF,3.26,3.0,1,8,1.0,13.522,NYM,OF,359.329986572265,417.568800806999,-45.5027212930556,21.885622661012,-22.6170986320435,-33.8951806187338,,18030,0.0
J.P. France,35674,21212.0,sa3008310,HOU,SP,3.25,3.0,1,9,1.2,22.327,HOU,SP,504.440002441406,438.235573410988,-42.6429999785177,16.8711655158394,-24.7718344626783,-37.0788865077221,,21212,0.0
Mike Tauchman,19369,15274.0,sa737856,CHC,OF,3.25,3.0,3,4,1.7,1.258,CHC,OF/DH,660.700012207031,302.212945646047,-61.4648458144653,21.885622661012,-38.5792231534532,-57.4798396368221,,15274,0.0
Mason Thompson,32595,21850.0,sa917969,WSN,RP,3.25,3.0,3,4,1.4,1.258,WSN,RP,999.0,179.699929761886,-78.4173274401954,53.3888204665082,-24.0285069736872,-35.9805912686947,,21850,0.0
Scott McGough,28750,12056.0,sa597876,ARI,RP,3.25,3.5,1,5,2.2,1.258,ARI,RP,750.440002441406,294.554288530349,-62.5245964303051,53.3888204665082,-8.13577596379694,-12.6140416260037,5.0,12056,-13.13577596
Josh Rojas,31853,19734.0,sa913302,SEA,2B/3B,3.25,2.0,1,12,1.4,3.774,SEA,2B/3B/DH,487.190002441406,287.534184467792,-63.4959886066575,15.7193073478921,-46.7766812587654,-69.5919024120209,,19734,0.0
Spencer Turnbull,20454,16207.0,sa827481,PHI ST,SP,3.25,3.5,1,5,1.1,1.258,PHI,SP,692.02001953125,208.96736164093,-74.367507936683,16.8711655158394,-56.4963424208436,-83.9530793325181,,16207,0.0
Adam Ottavino,2014,1247.0,sa326503,NYM,RP,3.25,3.5,1,10,1.1,12.579,NYM,RP,622.650024414062,353.031298542022,-54.4329628141035,53.3888204665082,-0.0441423475953137,-0.542760877560616,,1247,0.0
J.P. Feyereisen,21234,16610.0,sa829227,LAD,RP,3.25,3.0,1,7,1.5,5.031,LAD,RP,999.0,221.503860807418,-72.6327961573907,53.3888204665082,-18.2439756908825,-27.4337216022272,,16610,0.0
Jorge Mateo,18507,17273.0,sa657910,BAL,SS,3.25,3.0,1,9,2.3,5.031,BAL,SS,507.950012207031,208.350102233886,-74.452919912551,14.934803001757,-58.518116910794,-86.9403296758539,,17273,0.0
Taylor Walls,31969,22458.0,sa915802,TBR,2B/SS/3B,3.24,3.0,1,9,1.6,6.604,TBR,2B/3B/SS,536.650024414062,237.674877190589,-70.3951656809335,14.934803001757,-54.4603626791765,-85.3975664513235,3.0,22458,-57.46036268
James Karinchak,31930,20151.0,sa915662,CLE,RP,3.23,1.0,1,14,1.1,11.006,CLE,RP,747.409973144531,265.112658476829,-66.5985202408639,53.3888204665082,-12.2096997743556,-18.5178445382773,,20151,0.0
Harold Ramirez,18528,14387.0,sa660586,TBR,OF,3.22,3.0,1,9,1.1,31.132,TBR,1B/OF/DH,604.75,341.956665885448,-55.9653918810673,21.885622661012,-33.0797692200552,-49.3541828277358,,14387,0.0
Michael Conforto,18365,16376.0,sa709038,SFG,OF,3.22,2.5,1,12,2.2,38.365,SFG,OF/DH,419.630004882812,532.157654008269,-29.6467290591794,21.885622661012,-6.76110639816733,-10.4673361781114,,16376,0.0
Adrian Houser,28712,12718.0,sa597779,NYM,SP,3.21,3.0,1,6,2.7,4.403,NYM,SP,540.52001953125,430.572947371005,-43.7032997859313,16.8711655158394,-25.8321342700919,-38.6455206597896,,12718,0.0
Justin Lawrence,22920,17639.0,sa875567,COL,RP,3.21,3.0,1,17,2.4,35.535,COL,RP,377.649993896484,368.960776472091,-52.2287547145143,53.3888204665082,2.16006575199389,2.71219643884557,3.0,17639,-0.839934248
Michael Lorenzen,18354,14843.0,sa548385,FA,SP,3.21,3.0,1,7,1.3,5.975,,SP,553.400024414062,356.443562301993,-53.9607979728776,16.8711655158394,-36.0896324570382,-53.8013726764374,,14843,0.0
Alex Wood,18221,13781.0,sa621049,OAK,SP/RP,3.2,3.0,1,6,1.1,3.145,OAK,SP,566.429992675781,442.03124821186,-42.1177814386371,16.8711655158394,-24.2466159227977,-36.3028557132971,,13781,0.0
Roman Anthony,42409,,sa3020211,BOS ST,OF,3.2,3.0,1,12,2.6,75.157,BOS,OF,999.0,12.5838525891304,-101.541664125482,21.885622661012,-78.6560414644702,-126.103331492368,2.0,sa3020211,-80.65604146
Mike Yastrzemski,18383,14854.0,sa503161,SFG,OF,3.19,3.0,1,12,1.6,27.673,SFG,OF,518.320007324218,528.079953491687,-30.210972315977,21.885622661012,-7.32534965496496,-11.3010275076696,,14854,0.0
Andrew Heaney,18190,15423.0,sa502204,TEX,SP/RP,3.19,3.0,1,10,1.3,21.384,TEX,SP,369.709991455078,480.183156061172,-36.8385912062006,16.8711655158394,-18.9674256903612,-28.5026470783726,,15423,0.0
Jonathan Aranda,33217,21837.0,sa919293,TBR,1B/2B,3.19,3.0,1,9,1.6,50.314,TBR,1B/DH,547.919982910156,221.720075345039,-72.6028779242155,13.8090861894163,-57.7937917347992,-90.8905795541824,3.0,21837,-60.79379173
Lance Lynn,5591,2520.0,sa454404,STL,SP,3.16,1.0,1,16,1.3,30.503,STL,SP,302.940002441406,639.078136825561,-14.8518314942695,16.8711655158394,3.01933402156985,3.98364445650523,,2520,0.0
James Paxton,18110,11828.0,sa500770,LAD,SP,3.16,3.0,1,12,2.1,46.226,LAD,SP,310.299987792968,312.394170117378,-60.0560402313845,16.8711655158394,-42.1848747155451,-62.8073298788583,,11828,0.0
Graham Ashcraft,37171,27552.0,sa918274,CIN,SP,3.16,3.0,1,12,1.2,37.736,CIN,SP,399.079986572265,507.216841888427,-33.0978616277562,16.8711655158394,-15.2266961119168,-23.3426358725788,5.0,27552,-20.22669611
John Schreiber,32784,20020.0,sa918315,KCR,RP,3.15,3.0,1,7,1.3,4.088,KCR,RP,686.169982910156,347.064102172851,-55.2586610966529,53.3888204665082,-0.869840630144699,-1.76276216370699,,20020,0.0
Jose Urquidy,23453,18413.0,sa879512,HOU,SP/RP,3.15,3.0,1,10,1.0,14.465,HOU,SP,461.600006103515,409.079711706004,-46.6773811931912,16.8711655158394,-28.8062156773518,-43.0398414651548,,18413,0.0
George Valera,33605,,sa3006872,CLE CPX,OF,3.15,3.0,1,6,1.3,10.377,,OF,999.0,47.7609174400568,-96.6741115537923,21.885622661012,-73.7884888927802,-109.502897446294,,sa3006872,0.0
Mickey Moniak,23639,19956.0,sa917920,LAA,OF,3.15,3.0,1,12,2.2,44.654,LAA,OF,413.049987792968,384.956843042373,-50.0153325514924,21.885622661012,-27.1297098904803,-40.5627390423425,,19956,0.0
Mauricio Dubon,19649,16530.0,sa738378,HOU,2B/SS/OF,3.15,3.0,1,9,1.2,15.094,HOU,2B/SS/OF,486.299987792968,314.343614852428,-59.7862899047534,14.934803001757,-43.8514869029964,-65.2698141242172,,16530,0.0
Drew Waters,26648,20505.0,sa3004378,KCR,OF,3.14,3.0,1,6,1.3,2.201,KCR,OF/DH,495.83999633789,335.538645792007,-56.8534719509474,21.885622661012,-33.9678492899353,-50.6663556278407,,20505,0.0
Emerson Hancock,38315,27470.0,sa3014456,SEA,SP/RP,3.14,3.0,1,9,1.2,16.038,SEA,SP,614.289978027343,252.130669307708,-68.3948757649417,16.8711655158394,-50.5237102491023,-75.1282832959975,,27470,0.0
Manuel Margot,18280,14712.0,sa657504,MIN,OF,3.13,3.0,1,7,2.2,2.516,MIN,OF,619.789978027343,342.563181865215,-55.8814665044165,21.885622661012,-32.9958438434044,-49.2301798237108,,14712,0.0
Seranthony Dominguez,30196,19249.0,sa657573,PHI,RP,3.12,2.0,1,10,1.2,18.868,PHI,RP,647.630004882812,343.139903211593,-55.8016638976723,53.3888204665082,-1.41284343116411,-2.56506989478205,,19249,0.0
Danny Jansen,19481,16535.0,sa738162,TOR,C,3.11,3.0,1,8,2.1,44.654,TOR,C/DH,265.290008544921,433.841554310917,-43.2510131558888,26.5235068337783,-15.7275063221105,-24.1057939848138,4.0,16535,-19.72750632
Tanner Houck,23811,19879.0,sa829037,BOS,SP,3.11,3.0,1,11,2.0,44.969,BOS,SP,407.459991455078,552.970380985736,-26.7668116143222,16.8711655158394,-8.89564609848286,-13.6212015000484,,19879,0.0
Ji Hwan Bae,34803,23818.0,sa3006895,PIT,2B/OF,3.11,3.0,1,7,1.2,8.491,PIT,2B/OF,516.460021972656,254.879989802837,-68.0144443075937,15.7193073478921,-51.2951369597016,-76.2680962264459,,23818,0.0
Paul Blackburn,23839,14739.0,sa657872,OAK,SP,3.11,3.0,1,6,1.1,5.66,OAK,SP,555.599975585937,495.218525314331,-34.7581035195597,16.8711655158394,-16.8869380037203,-25.428645706253,,14739,0.0
Hunter Goodman,40389,29715.0,sa3017173,COL,1B/OF,3.11,3.0,1,11,1.4,23.585,COL,1B/OF,475.730010986328,295.905784249305,-62.3375860446942,21.885622661012,-39.4519633836821,-58.769347227977,,29715,0.0
Jose Siri,18943,17452.0,sa736940,TBR,OF,3.1,3.0,1,11,1.6,47.484,TBR,OF,287.760009765625,489.493150281906,-35.5503402818101,21.885622661012,-12.664717620798,-19.1901510812499,,17452,0.0
Tyler Soderstrom,38388,27467.0,sa3014489,OAK,C/1B,3.1,3.0,1,6,1.4,32.704,OAK,C/1B/DH,494.380004882812,254.979837745428,-68.0006280579494,26.5235068337783,-40.477121224171,-62.7408488680475,4.0,27467,-44.47712122
Jesus Sanchez,22331,19913.0,sa872787,MIA,OF,3.09,3.0,1,10,2.8,43.711,MIA,OF,402.970001220703,516.09073703289,-31.8699549984117,21.885622661012,-8.98433233739962,-13.7522388630036,,19913,0.0
Genesis Cabrera,20861,17490.0,sa828534,TOR,RP,3.08,2.5,1,8,1.1,3.774,TOR,RP,999.0,264.890812525549,-66.6292177090936,53.3888204665082,-12.2403972425853,-18.5632012400086,,17490,0.0
Luis Matos,36040,26467.0,sa3008756,SFG,OF,3.08,3.0,1,9,1.8,34.906,SFG,OF,503.25,310.604495811462,-60.3036826599716,21.885622661012,-37.4180599989595,-55.7641759714767,,26467,0.0
Jason Foley,31937,19531.0,sa915677,DET,RP,3.08,3.0,1,8,2.6,66.038,DET,RP,482.510009765625,365.47218260765,-52.7114815738587,53.3888204665082,1.6773388926495,2.00079452465123,,19531,0.0
Joe Jimenez,20103,15761.0,sa740519,ATL,RP,3.08,2.5,1,7,1.3,8.176,ATL,RP,671.97998046875,367.031195092201,-52.4957564910347,53.3888204665082,1.89306397547347,2.31953671421555,,15761,0.0
Zack Thompson,37567,25918.0,sa3011128,STL,SP/RP,3.08,3.0,1,5,1.5,4.088,STL,SP/RP,633.75,239.096795388124,-70.1984107325467,16.8711655158394,-52.3272452167073,-77.7930762677044,,25918,0.0
Ronny Mauricio,33640,23698.0,sa3006887,NYM,2B/SS/3B/OF,3.08,3.0,1,9,1.7,41.509,NYM,2B/3B,999.0,32.8462521653622,-98.7378970805664,15.7193073478921,-82.0185897326743,-121.663191129822,,23698,0.0
Ramon Laureano,21200,17128.0,sa829185,CLE,OF,3.07,2.5,1,8,1.5,4.403,CLE,OF,446.350006103515,458.081160545349,-39.8969084810625,21.885622661012,-17.0112858200504,-25.6123744350859,,17128,0.0
Yoan Moncada,18425,17232.0,sa864590,CHW,3B,3.07,2.0,1,15,2.0,35.849,CHW,3B,368.220001220703,595.099670755863,-20.9372595003786,12.1782023409494,-7.75905715942914,-12.0480521593812,8.0,17232,-15.75905716
Geraldo Perdomo,26198,22799.0,sa3003290,ARI,2B/SS/3B,3.07,3.0,1,8,2.3,33.333,ARI,2B/3B/SS,423.760009765625,430.324541306495,-43.7376724541245,14.934803001757,-27.8028694523674,-41.5573584434492,,22799,0.0
Frankie Montas,13126,14309.0,sa551258,CIN,RP,3.06,3.0,1,9,2.2,49.371,CIN,SP,328.619995117187,505.662878036499,-33.3128881166297,16.8711655158394,-15.4417226007903,-23.2932838100295,,14309,0.0
Jon Berti,28931,12037.0,sa598490,MIA,2B/SS/3B/OF,3.05,3.0,1,13,1.2,13.836,MIA,2B/3B/SS/OF,441.399993896484,379.034090900421,-50.8348809573135,14.934803001757,-34.9000779555565,-52.0437596930749,,12037,0.0
Gavin Stone,38562,27792.0,sa3014810,LAD,SP/RP,3.03,3.0,1,8,3.4,40.566,LAD,RP,457.58999633789,170.350880438089,-79.7109825325618,53.3888204665082,-25.3221620660536,-37.892016918805,,27792,0.0
Giovanny Gallegos,31173,14986.0,sa659493,STL,RP,3.03,2.0,1,12,1.7,37.421,STL,RP,513.539978027343,368.428901481628,-52.3023518008152,53.3888204665082,2.08646866569295,2.60529965668648,,14986,0.0
Jonatan Clase,36070,,sa3008787,SEA ST,OF,3.03,2.0,1,12,1.2,25.157,SEA,OF,999.0,41.780913926661,-97.5015819980633,21.885622661012,-74.6159593370512,-119.169545212335,3.0,sa3008787,-77.61595934
Brooks Raley,4970,10061.0,sa501562,NYM,RP,3.02,3.0,1,8,1.3,16.981,NYM,RP,743.619995117187,351.191836595535,-54.6874945030348,53.3888204665082,-0.298674036526569,-0.918841335064255,,10061,0.0
Kolten Wong,18111,12532.0,sa455324,BAL,2B,3.0,3.0,3,3,2.1,0.314,BAL,2B,999.0,152.245427802205,-82.2162865683842,15.7193073478921,-65.4969792204921,-97.2518698275205,,12532,0.0
Bryse Wilson,32589,19990.0,sa917958,MIL,RP,3.0,3.0,1,5,1.4,2.201,MIL,RP,749.400024414062,257.373590695858,-67.6693975138652,53.3888204665082,-13.280577047357,-20.100107306625,,19990,0.0
Tom Murphy,18450,13499.0,sa657946,SFG,C,3.0,3.0,3,3,1.1,1.887,SFG,C/DH,518.700012207031,215.658394278585,-73.441650328588,26.5235068337783,-45.9181434948097,-68.3233795164697,,13499,0.0
Pedro Avila,22315,18864.0,sa872768,SDP,SP/RP,3.0,3.0,3,3,2.1,0.314,SDP,SP/RP,726.72998046875,215.674081707,-73.4394796135824,16.8711655158394,-55.568314097743,-82.5818814365175,,18864,0.0
Zach Plesac,31701,19979.0,sa873700,LAA ST,SP,3.0,3.0,3,3,1.6,0.314,,SP,742.760009765625,204.258861684799,-75.0190367429491,16.8711655158394,-57.1478712271097,-84.9157384519628,,19979,0.0
Trevor Williams,18608,16977.0,sa708217,WSN,SP,3.0,3.0,3,3,1.0,0.629,WSN,SP,748.919982910156,327.373771098139,-57.9832693624735,16.8711655158394,-40.1121038466341,-59.744730404689,,16977,0.0
Dane Myers,31947,22054.0,sa915708,MIA ST,OF,3.0,3.0,3,3,2.0,0.314,MIA,OF,750.760009765625,68.7798474431037,-93.7656611977414,21.885622661012,-70.8800385367293,-105.205549068483,,22054,0.0
Buck Farmer,18402,14814.0,sa503628,CIN,RP,3.0,3.0,3,3,1.0,0.314,CIN,RP,750.809997558593,248.445985269546,-68.9047361908138,53.3888204665082,-14.5159157243055,-21.9253681876944,,14814,0.0
Nick Maton,31808,21635.0,sa876186,BAL ST,2B/3B,3.0,3.0,3,3,1.3,0.314,BAL,2B/3B/DH,999.0,84.2346948459744,-91.627129101908,15.7193073478921,-74.9078217540158,-111.156755228482,,21635,0.0
Avisail Garcia,6091,5760.0,sa497563,MIA,OF,3.0,3.0,3,3,1.4,0.314,MIA,OF,675.570007324218,303.21760790944,-61.3258277808521,21.885622661012,-38.44020511984,-57.2744350920991,,5760,0.0
Jeter Downs,23822,22202.0,sa3004615,NYY ST,SS,3.0,3.0,3,3,1.5,0.314,NYY,2B/SS,999.0,57.8358386792242,-95.2800154575118,14.934803001757,-79.3452124557547,-117.713172357679,,22202,0.0
Victor Reyes,30041,15487.0,sa657236,CHW AAA,OF,3.0,3.0,3,3,1.3,0.314,,OF,999.0,29.6289329752325,-99.1830868757989,21.885622661012,-76.2974642147868,-113.210005943973,,15487,0.0
Mark Vientos,26857,22184.0,sa3004720,NYM,1B/3B,3.0,3.0,1,7,1.3,21.069,NYM,1B/3B/DH,530.330017089843,392.35561710596,-48.9915427079341,12.1782023409494,-35.8133403669847,-55.3198143223069,5.0,22184,-40.81334037
Daysbel Hernandez,34222,20271.0,sa3006065,ATL ST,RP,3.0,3.0,3,3,1.5,0.314,,RP,999.0,170.569675779342,-79.6807071860966,53.3888204665082,-25.2918867195884,-37.8472839183777,,20271,0.0
